tournament_id,event,course,location,dates,position,player,affiliation,to_par,today,r1,r2,r3,r4,total,round_sum,total_delta,source_file
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",22,Lynell Miller,Lancaster,+54,+26,100,98,,,198,198,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",23,Addison Gady,Seymour,+55,+24,103,96,,,199,199,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",24,Mary Grace Schlifske,Catholic Memorial,+57,+28,101,100,,,201,201,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",25,Lyla Schueler,Seymour,+62,+34,100,106,,,206,206,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",T26,Maci Heagle,Seymour,+64,+30,106,102,,,208,208,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",T26,Sofia Bonicatto,Hayward,+64,+41,95,113,,,208,208,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",28,Halle Koltz,Catholic Memorial,+65,+36,101,108,,,209,209,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",29,Gillian Herrala,Seymour,+66,+31,107,103,,,210,210,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",30,Kori Reader,Freedom,+70,+33,109,105,,,214,214,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",31,Lexie Sullivan,Hayward,+79,+39,112,111,,,223,223,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",32,Katelynn Shultz,Freedom,+80,+42,110,114,,,224,224,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",33,Whitney Rohde,Spooner,+85,+47,110,119,,,229,229,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",34,Brooke Kirby,Freedom,+87,+44,115,116,,,231,231,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",35,Serena Lu,Spooner,+89,+52,109,124,,,233,233,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",36,J. Engel A Christian…,Catholic Memorial,+99,+52,119,124,,,243,243,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",37,Kirsten Runyon,Freedom,+104,+54,122,126,,,248,248,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",38,Emma Blinkwolt,Hayward,+125,+65,132,137,,,269,269,0,raw/junior_event_pages/player_29297.html
29297,WIAA State Girls D2 Golf Champion,University Ridge Golf Course - WIAA Girl's Championship D2 - Par 72 - 5216 Yards,"Verona, WI US","Oct 14-15, 2024",39,Macie Mavis,Hayward,N/A,W,109,W,,,N/A,109,,raw/junior_event_pages/player_29297.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",1,Miles Russell,"Jacksonville Beach, FL",-7,-2,68,67,68,,203,203,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",2,Jessy Huebner,"Port St. Lucie, FL",-4,-1,66,71,69,,206,206,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T3,Jager Pain,"Ontario, CA",-3,-1,70,68,69,,207,207,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T3,Emile Lebrun,"Quebec, CA",-3,-1,68,70,69,,207,207,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",5,Lucas Gimenez,"Jacksonville, FL",-2,E,72,66,70,,208,208,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T6,Eli Walker Campbell,"Richmond, TX",-1,E,68,71,70,,209,209,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T6,Peyton Blackard,"Fort Branch, IN",-1,+1,70,68,71,,209,209,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T6,Arrow Aarav Shah,"Melbourne, AU",-1,+3,68,68,73,,209,209,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T9,Cameron Reed,Ponte Vedra Beach,E,-1,74,67,69,,210,210,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T9,Nicolas Bencomo,"Sarasota, FL",E,-1,74,67,69,,210,210,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T11,Hudson Lawson,"Haleyville, AL",+1,E,69,72,70,,211,211,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T11,Miles Kuhl,"Boulder, CO",+1,+4,69,68,74,,211,211,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T13,Brandon Sipe,"Yorktown, VA",+2,+1,72,69,71,,212,212,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T13,Giuseppe Puebla,West Palm Beach,+2,+2,69,71,72,,212,212,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T15,Sage Bradshaw,"Bluffton, SC",+3,+1,72,70,71,,213,213,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T15,Bailey Sutter,"Cullman, AL",+3,+2,71,70,72,,213,213,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T17,Talan Harrison,"Kannapolis, NC",+4,+2,74,68,72,,214,214,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T17,Pavel Tsar,"Palm Beach Gardens, FL",+4,+4,69,71,74,,214,214,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T17,Trace Carter,"Blackshear, GA",+4,+7,65,72,77,,214,214,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T20,Drake Harvey,"Las Vegas, NV",+5,+2,74,69,72,,215,215,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T20,Jackson Ormond,"Webster, NY",+5,+2,71,72,72,,215,215,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T20,Nick Werner,"Wilkes Barre, PA",+5,+4,69,72,74,,215,215,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T20,Griffin Barke,"Crestwood, KY",+5,+5,67,73,75,,215,215,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T20,Darren Zhou,"Bradenton, FL",+5,+8,70,67,78,,215,215,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T25,Michael Gavin,"Hilton Head Island, SC",+6,+1,74,71,71,,216,216,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T25,Bryson Hughes,"Saint Johns, FL",+6,+2,73,71,72,,216,216,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T25,Maxwell Morgan,,+6,+2,73,71,72,,216,216,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T25,Eric Zhao,"Toronto, CA",+6,+3,68,75,73,,216,216,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T29,Will Guthrie,"Charlotte, NC",+7,-1,73,75,69,,217,217,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T29,Nicholas Canitano,"Milton, GA",+7,+3,74,70,73,,217,217,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T29,Bennett Warren,"Olathe, KS",+7,+4,72,71,74,,217,217,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T32,Cameron Baez,"Windermere, FL",+8,E,77,71,70,,218,218,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T32,Jack Denery,"Little Rock, AR",+8,+3,75,70,73,,218,218,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T32,Evan Rogers,"Duluth, GA",+8,+3,74,71,73,,218,218,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T32,Alexander Weinberg,"Boca Raton, FL",+8,+5,69,74,75,,218,218,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T36,Jack Chung,"Ponte Vedra Beach, FL",+9,+6,69,74,76,,219,219,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T36,Cade Kriscunas,"Hilton Head Island, SC",+9,+9,68,72,79,,219,219,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T38,Major Ewing,"Blacksburg, VA",+10,+4,73,73,74,,220,220,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T38,Eddie Gu,"Ontario, CA",+10,+5,71,74,75,,220,220,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T38,Jake Valentine,,+10,+7,71,72,77,,220,220,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T38,Grayson Baucom,"Hickory, NC",+10,+7,70,73,77,,220,220,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T42,Carter Graham,"Brentwood, TN",+11,+1,73,77,71,,221,221,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T42,Austin Krahn,"British Columbia, CA",+11,+5,73,73,75,,221,221,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T42,Will Pinson,"Franklin, TN",+11,+5,71,75,75,,221,221,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T42,Mason Lewis,"Edwardsville, IL",+11,+6,73,72,76,,221,221,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,William Lisle,"Bradenton, FL",+12,+1,72,79,71,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,Kaiden Drum,"Marietta, GA",+12,+2,72,78,72,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,Conner Brummitt,"Abingdon, VA",+12,+6,69,77,76,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,John Markow,"Ridgeland, MS",+12,+8,73,71,78,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,Dylan Park,"Easley, SC",+12,+9,70,73,79,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T46,Griffin Law,"Chattanooga, TN",+12,+10,72,70,80,,222,222,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T52,Zachary Johnson,"Maple Grove, MN",+13,+2,74,76,72,,223,222,1,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T52,Jackson Skinner,"Birmingham, AL",+13,+3,76,74,73,,223,223,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T52,Andrew Hinson,"Huntsville, AL",+13,+7,75,71,77,,223,223,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",55,Austin Perkins,"West Hartford, CT",+14,+7,77,70,77,,224,224,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T56,Danny Wehle,"Rochester, NY",+15,+2,77,76,72,,225,225,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T56,Jackson Cook,"West Point, MS",+15,+4,80,71,74,,225,225,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T56,Jonathan Weinberg,"Boca Raton, FL",+15,+6,73,76,76,,225,225,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",59,Louis Chun,"British Columbia, CA",+18,+10,75,73,80,,228,228,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",60,Sahish Reedy,"Duluth, GA",+19,+9,73,77,79,,229,229,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T61,Chase Jerome,"Ottawa, CA",+20,+2,83,75,72,,230,230,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T61,Brody Burgess,"Victor, NY",+20,+9,75,76,79,,230,230,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",63,Caleb Schnarr,"Jasper, IN",+26,+15,76,75,85,,236,236,0,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",64,Tag Graziano,"Hilton Head Island, SC",N/A,-,W,0,,,-,0,,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",65,Cameron Phillips,"West Portsmouth, OH",N/A,W,73,76,W,,N/A,149,,raw/junior_event_pages/player_29330.html
29330,The Elite Invitational,Marsh Landing Country Club - Boys Championship - Par 70 - 6843 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",66,Benjamin Baker,"Broadlands, VA",N/A,-,71,71,,,N/A,142,,raw/junior_event_pages/player_29330.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T1,Michelle Xing,"Ontario, CA",-6,-3,69,72,69,,210,210,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T1,Clara Ding,"British Columbia, CA",-6,-1,67,72,71,,210,210,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",3,Aphrodite Deng,"Alberta, CA",-3,E,71,70,72,,213,213,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T4,Nobelle Park,"Ontario, CA",-2,-2,72,72,70,,214,214,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T4,Anna Huang,"British Columbia, CA",-2,-1,70,73,71,,214,214,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T4,Ann-Sophie Bourgault,"Quebec, CA",-2,-1,70,73,71,,214,214,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T7,Caroline Hawkins,"Columbia, SC",-1,-1,70,74,71,,215,215,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T7,Georgia Blount,"St. Mary's, GA",-1,E,71,72,72,,215,215,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T7,Clairey Lin,"British Columbia, CA",-1,+2,72,69,74,,215,215,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",10,Bella Dovhey,"Orlando, FL",+1,-2,71,76,70,,217,217,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",11,Asia Young,"Bend, OR",+2,+4,72,70,76,,218,218,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T12,Vidhi Lakhawala,"Kendall Park, NJ",+3,E,74,73,72,,219,219,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T12,Charlotte Cantonis,"Tampa, FL",+3,+2,76,69,74,,219,219,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T12,M. Isabella Errichet…,"Norfolk, VA",+3,+2,71,74,74,,219,219,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",15,Shauna Liu,"Ontario, CA",+4,+2,74,72,74,,220,220,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T16,Hannah Hall,"Rockledge, FL",+5,+6,68,75,78,,221,221,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T16,Isabel Emanuels,"Austin, TX",+5,+7,72,70,79,,221,221,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T18,Swetha Sathish,"Ontario, CA",+6,E,75,75,72,,222,222,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T18,Haley Davis,"Ocala, FL",+6,E,74,76,72,,222,222,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",20,Emma McKoan,"Naples, FL",+7,+2,74,75,74,,223,223,0,raw/junior_event_pages/player_29331.html
29331,The Elite Invitational,Marsh Landing Country Club - Girls Championship - Par 72 - 6156 Yards,"Ponte Vedra Beach, FL US","Nov 1-3, 2024",T21,Ava Bunker,"Edinburgh, IN",+8,+2,72,78,74,,224,224,0,raw/junior_event_pages/player_29331.html
